,album.album_type,album.artists,album.available_markets,album.external_urls.spotify,album.href,album.id,album.images,album.name,album.release_date,album.release_date_precision,album.total_tracks,album.type,album.uri,artists,available_markets,disc_number,duration_ms,episode,explicit,external_ids.isrc,external_urls.spotify,href,id,is_local,name,popularity,preview_url,track,track_number,type,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,sample size,Year
0,,,,,,,,,,,14.083333333333334,,,,,1.0,224076.41666666666,0.0,0.0,,,,,0.0,,63.166666666666664,,1.0,3.5833333333333335,,,0.08770416666666665,0.6250833333333334,0.7854166666666668,0.000541645,0.28845,-6.140083333333334,0.05665,131.698,0.6435000000000001,C,12,2000.0
1,,,,,,,,,,,14.818181818181818,,,,,1.0,252902.63636363635,0.0,0.09090909090909091,,,,,0.0,,57.45454545454545,,1.0,4.363636363636363,,,0.18934681818181814,0.6606363636363637,0.6748181818181818,0.00045201000000000003,0.16531818181818184,-5.979181818181818,0.04722727272727272,117.86972727272725,0.498209090909091,C#/Db,11,2000.0
2,,,,,,,,,,,12.666666666666666,,,,,1.0,264606.22222222225,0.0,0.2222222222222222,,,,,0.0,,56.77777777777778,,1.0,5.222222222222222,,,0.08521572222222222,0.653888888888889,0.7513333333333334,0.0010901666666666668,0.14552222222222222,-6.319222222222222,0.05563333333333334,123.58,0.6548888888888889,D,9,2000.0
3,,,,,,,,,,,11.5,,,,,1.0,249071.5,0.0,0.0,,,,,0.0,,66.5,,1.0,4.5,,,0.05297,0.67225,0.823,0.0017225,0.18555,-6.0,0.041975,121.02625,0.6237499999999999,D#/Eb,4,2000.0
4,,,,,,,,,,,13.333333333333334,,,,,1.0,243072.83333333334,0.0,0.3333333333333333,,,,,0.0,,54.5,,1.0,3.8333333333333335,,,0.1990333333333333,0.6541666666666667,0.7761666666666667,6.765166666666666e-05,0.09241666666666666,-6.138666666666666,0.07203333333333334,94.682,0.673,E,6,2000.0
5,,,,,,,,,,,15.6,,,,,1.0,266991.6,0.0,0.2,,,,,0.0,,67.2,,1.0,10.0,,,0.15244,0.7396,0.7091999999999999,0.000762,0.11070000000000002,-5.1216,0.06032,120.1754,0.6888,F,5,2000.0
6,,,,,,,,,,,13.5,,,,,1.0,249437.125,0.0,0.0,,,,,0.0,,63.625,,1.0,3.875,,,0.18335375,0.6768749999999999,0.705875,0.00372368,0.12302500000000001,-6.2669999999999995,0.09079999999999999,112.37587500000001,0.675125,F#/Gb,8,2000.0
7,,,,,,,,,,,19.0,,,,,1.0,240091.7857142857,0.0,0.0,,,,,0.0,,56.5,,1.0,3.642857142857143,,,0.05924721428571428,0.6152142857142857,0.7355714285714285,0.009756512142857143,0.17250000000000001,-6.817857142857144,0.05266428571428572,125.77857142857142,0.6668571428571429,G,14,2000.0
8,,,,,,,,,,,14.181818181818182,,,,,1.0909090909090908,224869.0909090909,0.0,0.09090909090909091,,,,,0.0,,62.63636363636363,,1.0,4.545454545454546,,,0.20107454545454548,0.7338181818181817,0.7482727272727273,0.061618848181818196,0.17357272727272727,-5.593181818181818,0.07698181818181818,123.73627272727272,0.7917272727272727,G#/Ab,11,2000.0
9,,,,,,,,,,,13.666666666666666,,,,,1.0,240835.33333333334,0.0,0.0,,,,,0.0,,64.66666666666667,,1.0,4.0,,,0.13870000000000002,0.6783333333333333,0.7760000000000001,3.766666666666666e-05,0.1014,-6.102,0.0449,106.36833333333334,0.649,A,3,2000.0
10,,,,,,,,,,,16.0,,,,,1.1428571428571428,243407.42857142858,0.0,0.14285714285714285,,,,,0.0,,57.0,,1.0,4.571428571428571,,,0.17502142857142852,0.6711428571428572,0.7654285714285713,0.07200038,0.13458571428571428,-6.5161428571428575,0.0769,127.09785714285715,0.6267142857142858,A#/Bb,7,2000.0
11,,,,,,,,,,,12.9,,,,,1.0,256387.6,0.0,0.2,,,,,0.0,,69.4,,1.0,4.2,,,0.054069,0.6559999999999999,0.8431999999999998,0.03337564,0.21178,-5.7542,0.08922,134.55980000000002,0.591,B,10,2000.0
